District,Year,3911,3912,3960,4021,4042,9999,10000
7,2008,71028800.0,42679600.0,139570000.0,66871700.0,28911000.0,38713500.0,509788200.0
7,2009,71816292.01213345,43010735.69261879,139984084.93427703,66669152.679474205,28845235.591506567,39926918.503538914,509801579.57532734
7,2010,80066749.6,45250793.8,139971574.0,77895479.0,31740326.0,39237179.79999999,537368718.2000002
7,2011,79896323.60430953,45819835.259549454,138556660.13712046,78886277.17923604,31087488.736532807,37552790.2056807,530294556.7091092
7,2012,92430633.04514892,44950612.87223824,134822476.46493757,89084768.49183479,34447487.03170029,40561160.614793465,558759190.9702182
7,2013,95058429.92424245,44760291.666666664,133117469.6969697,89743740.53030303,33958176.13636363,39288645.265151516,553127699.2424246
7,2014,100369527.76735464,49651482.176360235,136068647.467167,100353618.57410882,31277288.93058161,41994905.44090055,573690965.6660401
7,2015,105496839.62616824,50627874.76635513,137114542.24299067,100982526.16822429,31160364.48598131,41651496.63551402,582602980.3738332
8,2008,79101800.0,47097300.0,200673400.0,70271000.0,37661000.0,32753400.0,580341700.0
8,2009,80748514.86349848,47879621.6380182,201145395.7532861,70046875.63195145,37546760.364004046,32232928.210313443,581285383.2153684
8,2010,87810399.2,49187990.4,202447985.0,78288005.6,44114724.6,36734711.800000004,618360237.2000002
8,2011,87807018.0215475,49804588.63858962,200117922.62487754,78957837.02252693,43207369.83349657,35972389.61802154,613820441.9196873
8,2012,95875192.31508169,50608510.08645535,203401570.60518733,87959819.21229587,43057795.96541788,37027946.58981749,645981925.4562896
8,2013,96865069.50757578,52390026.8939394,200747078.97727272,88918619.12878788,42446179.54545455,36592178.030303024,642226431.4393954
8,2014,108393125.89118199,53274338.46153846,197633803.00187615,95797669.60600376,43984664.54033772,40708758.16135085,659775055.3470911
8,2015,113814440.74766359,54616843.738317735,199096437.38317758,96498806.35514018,43820235.887850456,40623752.897196256,672498535.5140187
9,2008,30554800.0,30740400.0,78483200.0,53687000.0,20569600.0,28250400.0,351514800.0
9,2009,30906165.01516683,31355398.17997977,78704135.0859454,53452066.93629929,20507204.853387255,27943878.058645092,350889684.32760257
9,2010,33001222.8,31949949.6,83161507.8,61729516.0,24117560.0,29430029.399999995,369475793.3999999
9,2011,32769772.771792356,31295601.371204704,82299807.24779627,60551216.062683634,23621508.3251714,29049723.212536722,364492524.3878564
9,2012,39023152.16138329,34617503.36215179,76653212.29586937,74683106.62824208,25633158.501440924,29741870.701248802,387028300.288182
9,2013,38603300.56818181,33910089.9621212,75824893.93939394,74400049.24242425,25210227.272727273,28774860.03787878,378267882.19696796
9,2014,41276216.88555345,35975403.189493425,77487390.61913696,84881095.68480302,24792165.290806748,32427468.10506567,404500302.81425864
9,2015,43824290.46728969,35864874.579439245,78168974.20560747,85413401.86915888,24699484.299065415,31998740.934579436,408889223.9252346
10,2008,31356000.0,33756000.0,122004300.0,55062000.0,31783000.0,34927000.0,411223700.0
10,2009,31624180.384226486,33808135.49039433,122319630.73811929,54397490.394337706,29101456.016177952,35161417.99797775,410632810.11122245
10,2010,38560093.6,34549834.4,125455682.0,61915870.0,37715584.6,35662141.0,442240818.59999996
10,2011,38055737.120470114,33894257.00293831,124048650.34280117,62395161.60626836,36939847.79627816,35831684.23114593,437772507.9333988
10,2012,42613480.30739675,38506094.14024977,119574048.0307397,72903381.36407301,39920118.53986551,36137231.50816523,458792051.296829
10,2013,43242542.61363636,39524034.09090909,118089373.10606062,74907988.63636363,39353071.40151515,36119159.469696976,456229763.06818163
10,2014,49641307.69230767,39871953.0956848,122928301.31332083,86797506.00375234,45450345.21575985,37377817.07317074,492467966.97936165
10,2015,52147789.15887849,41374218.69158876,123996411.21495327,87437834.95327102,47982261.68224298,37229517.009345785,498850942.429907
11,2008,41256000.0,39474500.0,110940000.0,57120000.0,25730000.0,32256600.0,550001000.0
11,2009,41172728.00808896,40277950.45500506,111208637.00707786,56828493.83215368,26150434.782608695,32196638.6248736,550332360.7684519
11,2010,44280274.0,43390409.0,114409524.0,64179726.0,27079208.2,33380142.600000005,570541110.5999999
11,2011,44412491.6748286,43632672.869735554,113212307.54162586,64715786.48383937,26522241.136141036,32833123.99608227,573370781.7825681
11,2012,51734217.09894334,47466286.263208464,112955250.7204611,77490507.20461094,31819195.58117195,34014916.234390005,608013253.4101774
11,2013,52666032.19696969,48512880.68181816,111503901.51515153,78299231.06060608,31367218.371212117,33385437.12121212,606371232.3863652
11,2014,59579928.70544089,50014063.789868645,114986006.56660414,89221438.08630393,35914078.79924953,33463600.562851787,646103323.6397729
11,2015,61976089.71962614,51679300.93457942,115989999.06542057,89885879.43925233,35779820.56074766,33193828.22429907,650598830.4672911
12,2008,42159000.0,45293500.0,95253800.0,47493100.0,21475300.0,26168400.0,379236300.0
12,2009,43290683.923154704,45749303.33670374,95518475.83417593,47349035.995955504,21882420.626895852,25627126.996966634,378744632.9625881
12,2010,46644011.8,48191736.0,102800360.0,52148652.6,28072504.6,28370276.599999998,414909983.2
12,2011,46920562.78158668,48221290.89128304,101742452.49755141,52689773.35945152,27495107.34573947,27627797.257590592,412524920.4701276
12,2012,49696767.91546591,47773357.54082614,102310997.11815561,62209022.67050914,30341521.613832854,29769243.804034587,429729772.33429277
12,2013,51683673.674242415,47575620.45454545,101082740.53030303,62888405.87121212,29911747.916666664,29792606.249999996,427328945.2651504
12,2014,54874784.80300186,46130185.74108818,108342808.44277674,68818915.19699813,29869325.328330208,32763318.574108813,441639944.46529
12,2015,57591614.95327102,47458852.33644859,109244745.42056073,69267237.19626169,29757664.29906542,32701934.018691584,446895192.8971967
